ANIO,COMBUSTIBLE,KILOMETROS,MARCA,PRECIO_NORMAL,PUERTAS,REGION,TIPO_AVISO,TIPO_CATEGORIA,TRANSMISION,VERSION,AIRBAG_ACOMP,AIRBAG_CONDUC,AIRBAG_CORTINA,AIRBAG_LAT,AIRBAG_TRAS,ALARMA,CIERRE_AUT_MOV,FRENOS_ABS,ISOFIX,AIRE_ACON,BLUETOOTH,CNTRL_VEL_CRUCERO,GPS,MANOS_LIBRES,RANGO_KM,RANGO_PRECIO,LOG_PRECIO,Label
2013,BENCINA,89800,SUZUKI,3290000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,CELERIO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.006398122741555,3738327.9627806228
2008,BENCINA,188939,KIA,3480000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.062542851750656,3738327.9627806228
2016,DIESEL,119500,PEUGEOT,6780000.0,4,RM,ASISTIDA,UTILITARIO,MANUAL,PARTNER,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.729487659916579,7514105.567975189
2013,BENCINA,94161,HYUNDAI,8790000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,TUCSON,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.98912526966136,9241640.001980443
2016,BENCINA,110860,SUBARU,9500000.0,5 o MAS,VIII REGION,ASISTIDA,MONOVOLUMEN,AUTOMATICA,FORESTER,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2012,BENCINA,126000,KIA,3980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,MORNING,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.196792377260621,3738327.9627806228
2014,DIESEL,130000,MITSUBISHI,15800000.0,3,RM,PARTICULAR,PICK UP,AUTOMATICA,MONTERO,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(15000000, 20000000]",16.575520497997196,15727181.679868855
2013,DIESEL,91149,MITSUBISHI,10790000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,MONTERO SPORT,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.194130337234316,11147492.774276178
2008,BENCINA,73190,SUZUKI,6490000.0,5 o MAS,VIII REGION,,FAMILIAR,MANUAL,GRAND NOMADE,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.685773088680273,5836993.045356355
2014,BENCINA,50000,KIA,6500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SOUL,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2014,BENCINA,61000,DAIHATSU,7000000.0,4,VIII REGION,PARTICULAR,FAMILIAR,MANUAL,TERIOS,SI,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.761420707019587,7531415.236314787
2007,BENCINA,154000,SUZUKI,4900000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,GRAND NOMADE,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.404745763080856,5793810.818171797
2013,DIESEL,142000,SSANGYONG,8000000.0,4,RM,PARTICULAR,PICK UP,MANUAL,ACTYON SPORTS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.89495209964411,7547440.849876728
2017,BENCINA,22000,CHEVROLET,7600000.0,5 o MAS,VI REGION,ASISTIDA,HATCHBACK,AUTOMATICA,SPIN,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.84365880525656,7531415.236314787
2017,BENCINA,37500,HYUNDAI,12190000.0,4,RM,ASISTIDA,FAMILIAR,AUTOMATICA,TUCSON,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.316126501457454,12288834.477660032
2015,BENCINA,58000,SUZUKI,7590000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,GRAND NOMADE,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.842342149371813,7531415.236314787
2014,BENCINA,34173,CHEVROLET,7790000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,CRUZE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.868351417846931,7531415.236314787
2017,BENCINA,21475,MAZDA,13990000.0,5 o MAS,IV REGION,,MONOVOLUMEN,MANUAL,CX-3,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.453853346641665,13263550.806481037
2014,BENCINA,84500,TOYOTA,14490000.0,4,RM,,MONOVOLUMEN,AUTOMATICA,4 RUNNER,NO,NO,NO,SI,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.488969314296867,14964898.850577628
2016,DIESEL,28700,PEUGEOT,12990000.0,4,V REGION,ASISTIDA,FAMILIAR,AUTOMATICA,3008,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,"(15000, 40000]","(10000000, 15000000]",16.379690388646782,13207786.239853026
2017,BENCINA,38000,MAZDA,11990000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,6,NO,NO,SI,NO,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.299583527003698,11230986.928328918
2013,BENCINA,130274,CHEVROLET,10700000.0,2,RM,,CAMIONETA,AUTOMATICA,SILVERADO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.185754299432134,11147492.774276178
2013,BENCINA,46000,VOLKSWAGEN,5290000.0,5 o MAS,RM,ASISTIDA,SEDAN,MANUAL,BORA,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,NO,SI,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.481328803834483,5793810.818171797
2016,BENCINA,48000,MAZDA,7600000.0,4,RM,PARTICULAR,SEDAN,MANUAL,2,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.84365880525656,7531415.236314787
2014,DIESEL,67000,SSANGYONG,8950000.0,4,RM,,PICK UP,MANUAL,ACTYON SPORTS,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.007164090251038,9241640.001980443
2015,BENCINA,27070,VOLVO,13290000.0,4,RM,,SEDAN,AUTOMATICA,S60,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.402522430689427,13207786.239853026
2016,DIESEL,46251,TOYOTA,10890000.0,4,II REGION,PARTICULAR,PICK UP,MANUAL,HILUX,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.203355494909143,11147492.774276178
2012,BENCINA,113204,CITROEN,4900000.0,5 o MAS,RM,,HATCHBACK,MANUAL,C4,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.404745763080856,5793810.818171797
2013,BENCINA,80000,TOYOTA,7400000.0,5 o MAS,IV REGION,PARTICULAR,MONOVOLUMEN,MANUAL,RAV-4,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.816990558174398,7531415.236314787
2010,BENCINA,200000,MAZDA,5790000.0,4,RM,ASISTIDA,FAMILIAR,AUTOMATICA,CX 7,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.571642849549178,5793810.818171797
2012,BENCINA,82915,NISSAN,6650000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,X-TRAIL,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.710127412632037,6006327.760226456
2014,BENCINA,63000,KIA,6000000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.60727002719233,5793810.818171797
2011,BENCINA,155770,HONDA,9590000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,PILOT,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.07623144685962,9241640.001980443
2016,BENCINA,38200,KIA,7580000.0,4,RM,ASISTIDA,SEDAN,MANUAL,RIO 4,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.841023757618554,7531415.236314787
2018,BENCINA,37722,HYUNDAI,9090000.0,4,RM,ASISTIDA,HATCHBACK,MANUAL,I20,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.02268546615366,9241640.001980443
2017,BENCINA,28000,MAZDA,10300000.0,5 o MAS,III REGION,PARTICULAR,HATCHBACK,AUTOMATICA,3,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.147654453199863,11017252.72221404
2011,BENCINA,118000,CHEVROLET,3400000.0,4,RM,PARTICULAR,SEDAN,MANUAL,SAIL,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.03928598958639,3738327.9627806228
2016,BENCINA,34320,OPEL,6690000.0,3,RM,ASISTIDA,HATCHBACK,MANUAL,CORSA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.716124432104412,6395887.876182181
2014,BENCINA,63000,AUDI,8890000.0,3,RM,ASISTIDA,HATCHBACK,AUTOMATICA,A3,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",16.00043760749009,9241640.001980443
2011,DIESEL,138000,MAHINDRA,5090000.0,2,RM,,CAMIONETA,MANUAL,PIK-UP,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.442788388526706,5793810.818171797
2015,BENCINA,82000,HONDA,7750000.0,4,VII REGION,PARTICULAR,SEDAN,MANUAL,CITY,NO,NO,SI,NO,SI,NO,SI,NO,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.86320340132953,7531415.236314787
2013,BENCINA,67000,SUZUKI,5990000.0,5 o MAS,V REGION,,MONOVOLUMEN,MANUAL,SX4,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2012,BENCINA,89198,CHEVROLET,8590000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CAPTIVA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.966109293960438,9241640.001980443
2015,BENCINA,60000,BMW,10790000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,118,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.194130337234316,11147492.774276178
2015,DIESEL,82000,TOYOTA,12100000.0,4,RM,PARTICULAR,CAMIONETA,MANUAL,HILUX,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.308716010566968,12261120.358064564
2014,BENCINA,96101,TOYOTA,8990000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,RAV-4,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2013,BENCINA,85000,TOYOTA,7480000.0,5 o MAS,RM,PARTICULAR,CAMIONETA,MANUAL,RAV-4,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.82774334995066,7531415.236314787
2012,BENCINA,85000,FORD,8900000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,EDGE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.00156183470237,9241640.001980443
2018,BENCINA,40000,NISSAN,9690000.0,5 o MAS,RM,ASISTIDA,CAMIONETA,AUTOMATICA,SENTRA,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.08660498386695,9247418.303200193
2013,BENCINA,47000,AUDI,13490000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,A6,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.41745922818394,13207786.239853026
2017,DIESEL,57496,PEUGEOT,7890000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,208,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.881106692822057,7536823.400307035
2015,BENCINA,56000,VOLVO,11490000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,V40,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.25698764982494,11167215.088342968
2013,DIESEL,81000,CHEVROLET,9980000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,CAPTIVA,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.116093648287645,9309667.617617149
2013,BENCINA,95000,JEEP,10990000.0,5 o MAS,RM,,FAMILIAR,AUTOMATICA,GRAND CHEROKEE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2013,BENCINA,88560,JEEP,7390000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,COMPASS,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.815638292924385,7531415.236314787
2015,BENCINA,47000,VOLKSWAGEN,12700000.0,3,RM,ASISTIDA,HATCHBACK,AUTOMATICA,SCIROCCO,NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.35711255142882,13207786.239853026
2015,DIESEL,56400,SKODA,8990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,RAPID,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2012,BENCINA,89600,MITSUBISHI,5480000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,LANCER,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.516615658924199,5793810.818171797
2014,BENCINA,36000,CHEVROLET,3750000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SPARK,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",15.137266397946593,3738327.9627806228
2014,BENCINA,58000,NISSAN,8590000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,QASHQAI,NO,NO,SI,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,NO,"(40000, 60000]","(5000000, 10000000]",15.966109293960438,9241640.001980443
2009,BENCINA,178000,CHEVROLET,5490000.0,4,V REGION,,PICK UP,AUTOMATICA,COLORADO,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,"(100000, 250000]","(5000000, 10000000]",15.518438813485714,5793810.818171797
2016,BENCINA,63000,SUBARU,13890000.0,4,RM,,SEDAN,AUTOMATICA,LEGACY,NO,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.446679714730525,13263550.806481037
2011,BENCINA,79800,SUZUKI,5990000.0,3,RM,PARTICULAR,MONOVOLUMEN,MANUAL,GRAND VITARA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2010,BENCINA,85000,PORSCHE,16690000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CAYENNE,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,NO,"(60000, 100000]","(15000000, 20000000]",16.63032029563802,15824118.75460805
2014,BENCINA,75171,NISSAN,7180000.0,5 o MAS,RM,,HATCHBACK,MANUAL,QASHQAI,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.786809941024407,7531415.236314787
2017,BENCINA,58512,FORD,11900000.0,5 o MAS,RM,,CAMIONETA,AUTOMATICA,ESCAPE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.292048958081757,11230986.928328918
2014,BENCINA,56000,JEEP,18990000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,GRAND CHEROKEE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(15000000, 20000000]",16.75942308278847,18483932.345515523
2013,BENCINA,68000,MG,5390000.0,4,V REGION,,SEDAN,AUTOMATICA,350,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.50005594288518,5793810.818171797
2018,BENCINA,40000,HYUNDAI,7990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,I20,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2012,BENCINA,56000,TOYOTA,12990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,4 RUNNER,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(10000000, 15000000]",16.379690388646782,13207786.239853026
2012,DIESEL,168000,CHEVROLET,7200000.0,4,VI REGION,PARTICULAR,CAMIONETA,MANUAL,D-MAX,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.789591583986283,7531415.236314787
2008,BENCINA,97000,MAZDA,5750000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,CX 7,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.564710412773533,5793810.818171797
2014,BENCINA,103072,HONDA,8770000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,CR-V,NO,NO,SI,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,NO,"(100000, 250000]","(5000000, 10000000]",15.986847364348366,9241640.001980443
2011,BENCINA,116000,HYUNDAI,7490000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,TUCSON,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.829079355493402,7531415.236314787
2015,DIESEL,150000,SSANGYONG,8300000.0,4,RM,PARTICULAR,CAMIONETA,MANUAL,ACTYON SPORTS,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(100000, 250000]","(5000000, 10000000]",15.931766072766827,7595605.488400567
2014,BENCINA,63000,BMW,11970000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,316,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.297914077534156,11230986.928328918
2011,BENCINA,115000,AUDI,7700000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,A4,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.856730886823913,7531415.236314787
2017,BENCINA,44963,HYUNDAI,9290000.0,4,RM,,SEDAN,MANUAL,ELANTRA,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.044449110790023,9241640.001980443
2018,BENCINA,13000,HYUNDAI,8980000.0,5 o MAS,IV REGION,ASISTIDA,HATCHBACK,MANUAL,I20,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,NO,"(1000, 15000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2009,BENCINA,132275,NISSAN,5400000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,MANUAL,X-TRAIL,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.501909511534503,5793810.818171797
2013,BENCINA,140000,GREAT WALL,4800000.0,5 o MAS,VII REGION,PARTICULAR,FAMILIAR,MANUAL,HAVAL 3,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.38412647587812,5067110.534295802
2010,BENCINA,85800,PORSCHE,15990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CAYENNE,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,SI,NO,SI,NO,"(60000, 100000]","(15000000, 20000000]",16.587474084810136,15727181.679868855
2013,BENCINA,106000,LAND ROVER,15900000.0,5 o MAS,RM,,FAMILIAR,AUTOMATICA,EVOQUE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(15000000, 20000000]",16.58182966719046,15727181.679868855
2011,BENCINA,60000,VOLKSWAGEN,7980000.0,4,RM,,SEDAN,MANUAL,PASSAT,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2015,BENCINA,79000,MAZDA,8500000.0,4,V REGION,PARTICULAR,SEDAN,MANUAL,3,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.955576721460545,9218220.246763278
2016,BENCINA,80500,FORD,10100000.0,4,RM,,SEDAN,AUTOMATICA,FUSION,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.12804598181149,9354327.381807
2018,DIESEL,19000,MITSUBISHI,17480000.0,4,RM,,CAMIONETA,MANUAL,L-200,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,SI,NO,NO,NO,"(15000, 40000]","(15000000, 20000000]",16.676567928191663,18483932.345515523
2014,BENCINA,71600,TOYOTA,8350000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,AURIS,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.937772096827038,7692814.683600941
2012,BENCINA,99000,AUDI,8990000.0,3,RM,ASISTIDA,HATCHBACK,AUTOMATICA,A1,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2017,BENCINA,35000,TOYOTA,7980000.0,4,RM,,SEDAN,MANUAL,YARIS,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2007,BENCINA,168500,TOYOTA,3790000.0,4,RM,,SEDAN,MANUAL,COROLLA,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.147876577058609,3738327.9627806228
2017,BENCINA,66000,FORD,7900000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,FOCUS,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.88237331743725,7536823.400307035
2013,BENCINA,95000,TOYOTA,11790000.0,3,V REGION,,MONOVOLUMEN,AUTOMATICA,LANDCRUISER PRADO,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.282762272513555,11216170.501131449
2014,BENCINA,51000,AUDI,8000000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,A1,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.89495209964411,7547440.849876728
2012,BENCINA,105155,DODGE,5960000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,CALIBER,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.600581039041533,5793810.818171797
2012,BENCINA,80000,CITROEN,4990000.0,5 o MAS,V REGION,,HATCHBACK,MANUAL,C3,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.422946467727702,5793810.818171797
2013,BENCINA,26500,SUZUKI,6390000.0,5 o MAS,VIII REGION,PARTICULAR,MONOVOLUMEN,AUTOMATICA,SX4,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.670244826353718,5804043.104150385
2017,BENCINA,28000,KIA,11790000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,SPORTAGE,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.282762272513555,11216170.501131449
