ANIO,COMBUSTIBLE,KILOMETROS,MARCA,PRECIO_NORMAL,PUERTAS,REGION,TIPO_AVISO,TIPO_CATEGORIA,TRANSMISION,VERSION,AIRBAG_ACOMP,AIRBAG_CONDUC,AIRBAG_CORTINA,AIRBAG_LAT,AIRBAG_TRAS,ALARMA,CIERRE_AUT_MOV,FRENOS_ABS,ISOFIX,AIRE_ACON,BLUETOOTH,CNTRL_VEL_CRUCERO,GPS,MANOS_LIBRES,RANGO_KM,RANGO_PRECIO,LOG_PRECIO,Label
2013,BENCINA,97000,NISSAN,8250000.0,5 o MAS,RM,PARTICULAR,CAMIONETA,AUTOMATICA,QASHQAI 2,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.925723758310864,7595605.488400567
2012,DIESEL,131000,CHEVROLET,8490000.0,5 o MAS,VI REGION,ASISTIDA,CAMIONETA,AUTOMATICA,ORLANDO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.95439955828753,9218220.246763278
2017,BENCINA,24000,AUDI,19900000.0,2,RM,,CAMIONETA,AUTOMATICA,A5,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.80623028969472,18483932.345515523
2018,BENCINA,4059,NISSAN,14200000.0,5 o MAS,IV REGION,ASISTIDA,MONOVOLUMEN,MANUAL,X-TRAIL,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(10000000, 15000000]",16.46875252257149,13297802.437478565
2013,BENCINA,130000,DFSK,3650000.0,4,RM,PARTICULAR,PICK UP,MANUAL,CARGO VAN,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.110237725558674,3738327.9627806228
2014,BENCINA,30700,HONDA,11500000.0,4,RM,,SEDAN,AUTOMATICA,ACCORD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.25785759333348,11167215.088342968
2011,BENCINA,129500,MAZDA,6200000.0,5 o MAS,IV REGION,PARTICULAR,HATCHBACK,MANUAL,3 SPORT,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.64005985001532,5793810.818171797
2008,BENCINA,210000,SUZUKI,4000000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SX4,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.201804919084164,3738327.9627806228
2013,BENCINA,38000,CHEVROLET,3200000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SPARK,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",14.978661367769956,3738327.9627806228
2016,BENCINA,74000,FORD,6980000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,MANUAL,ECOSPORT,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.758559474738556,7531415.236314787
2011,BENCINA,65000,SUZUKI,4890000.0,5 o MAS,V REGION,,MONOVOLUMEN,MANUAL,SX4,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(2500000, 5000000]",15.402702861451054,5793810.818171797
2008,BENCINA,151000,HYUNDAI,5800000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,MANUAL,TRAJET,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.573368475516649,5793810.818171797
2017,BENCINA,32874,FORD,8890000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,ECOSPORT,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.00043760749009,9241640.001980443
2011,BENCINA,88000,HONDA,7590000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CR-V,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.842342149371813,7531415.236314787
2012,BENCINA,67000,DAIHATSU,4490000.0,5 o MAS,RM,,UTILITARIO,MANUAL,TAFT,NO,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(2500000, 5000000]",15.317363259718437,3738327.9627806228
2016,BENCINA,34000,MITSUBISHI,7990000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,LANCER,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,NO,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2014,BENCINA,40575,MAZDA,9190000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,3,NO,NO,SI,NO,SI,NO,NO,SI,NO,NO,SI,NO,NO,NO,"(40000, 60000]","(5000000, 10000000]",16.03362649433187,9241640.001980443
2017,BENCINA,32000,KIA,14180000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,SORENTO,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.467343079068254,13297802.437478565
2012,DIESEL,130000,SMART,2000000.0,3,RM,PARTICULAR,UTILITARIO,AUTOMATICA,FORTWO,SI,SI,NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(0, 2500000]",14.508657738524219,3738327.9627806228
2013,BENCINA,67000,FORD,6650000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,ECOSPORT,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.710127412632037,6006327.760226456
2011,BENCINA,86000,SUBARU,8990000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,LEGACY,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2012,BENCINA,130000,BMW,6900000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,318,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.747031969567487,7531415.236314787
2017,BENCINA,45630,FIAT,8190000.0,3,RM,,PICK UP,MANUAL,STRADA,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.918424455829252,7585012.572879854
2013,BENCINA,95000,BMW,18500000.0,5 o MAS,RM,PARTICULAR,SEDAN,AUTOMATICA,535,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(15000000, 20000000]",16.733281290048552,18483932.345515523
2013,BENCINA,70000,TOYOTA,9690000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,RAV-4,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.08660498386695,9247418.303200193
2013,BENCINA,80000,TOYOTA,7590000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.842342149371813,7531415.236314787
2007,BENCINA,138000,FIAT,2950000.0,3,RM,PARTICULAR,HATCHBACK,MANUAL,PALIO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",14.897315728316002,3738327.9627806228
2016,DIESEL,155000,VOLKSWAGEN,11800000.0,4,RM,PARTICULAR,UTILITARIO,MANUAL,TRANSPORTER,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.283610089435893,11216170.501131449
2015,BENCINA,37000,SUZUKI,4980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,SWIFT,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",15.420940449000836,5793810.818171797
2017,DIESEL,28100,NISSAN,18580000.0,4,RM,,PICK UP,AUTOMATICA,NP300,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.737596291349966,18483932.345515523
2016,BENCINA,55000,HONDA,10990000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,HR-V,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2015,DIESEL,118356,CITROEN,5500000.0,3,RM,,UTILITARIO,MANUAL,BERLINGO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2018,BENCINA,14541,HYUNDAI,7980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,ACCENT,NO,NO,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,NO,"(1000, 15000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2011,DIESEL,187831,PEUGEOT,4990000.0,5 o MAS,RM,ASISTIDA,CONVERTIBLE,MANUAL,308,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.422946467727702,5793810.818171797
2013,BENCINA,104000,HONDA,8900000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,CR-V,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.00156183470237,9241640.001980443
2016,DIESEL,85000,TOYOTA,13666666.0,4,VIII REGION,PARTICULAR,PICK UP,MANUAL,HILUX,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.430470287219983,13232330.783546198
2014,BENCINA,102000,HYUNDAI,12280000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,SANTA FE,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.32348248068327,12957769.800111094
2015,BENCINA,29000,SUZUKI,6900000.0,4,RM,ASISTIDA,FAMILIAR,AUTOMATICA,SX4,SI,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(5000000, 10000000]",15.747031969567487,7531415.236314787
2013,BENCINA,73000,HYUNDAI,12780000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,GRAND SANTA FE,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.363392006913664,13207786.239853026
2014,DIESEL,72642,CHEVROLET,8290000.0,5 o MAS,RM,,CAMIONETA,AUTOMATICA,ORLANDO,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.930560527111478,7595605.488400567
2007,DIESEL,137000,SSANGYONG,5350000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,ACTYON,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.49260711887219,5793810.818171797
2012,BENCINA,53000,GEELY,2500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,LC,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(0, 2500000]",14.73180128983843,3738327.9627806228
2012,BENCINA,127000,TOYOTA,11450000.0,4,RM,PARTICULAR,PICK UP,AUTOMATICA,TUNDRA,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.253500287964524,11167215.088342968
2014,BENCINA,63600,HYUNDAI,6100000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,ACCENT,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.623799329143539,5793810.818171797
2014,BENCINA,68900,ALFA ROMEO,8190000.0,3,RM,,HATCHBACK,MANUAL,MITO,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.918424455829252,7585012.572879854
2017,DIESEL,34297,PEUGEOT,8490000.0,4,RM,ASISTIDA,SEDAN,MANUAL,301,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.95439955828753,9218220.246763278
2013,BENCINA,49000,HYUNDAI,7890000.0,4,RM,PARTICULAR,SEDAN,MANUAL,ELANTRA,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.881106692822057,7536823.400307035
2014,BENCINA,50000,TOYOTA,8480000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.953221007768086,9218220.246763278
2012,DIESEL,249997,MITSUBISHI,10850000.0,4,VIII REGION,PARTICULAR,PICK UP,AUTOMATICA,L-200,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.199675637950744,11147492.774276178
2010,BENCINA,100000,KIA,2800000.0,5 o MAS,RM,PARTICULAR,UTILITARIO,MANUAL,MORNING,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",14.845129975145433,3738327.9627806228
2011,BENCINA,106000,CITROEN,4550000.0,5 o MAS,VI REGION,PARTICULAR,HATCHBACK,MANUAL,C3,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.330637790927133,3751340.6663185977
2013,BENCINA,93000,FORD,11200000.0,4,RM,PARTICULAR,CAMIONETA,MANUAL,RANGER,NO,NO,SI,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.231424336265324,11147492.774276178
2010,BENCINA,82169,CHEVROLET,2700000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,CORSA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",14.808762330974558,3738327.9627806228
2013,DIESEL,116000,HYUNDAI,9290000.0,5 o MAS,V REGION,,MONOVOLUMEN,MANUAL,TUCSON,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.044449110790023,9241640.001980443
2014,BENCINA,85000,HONDA,13150000.0,4,RM,,PICK UP,AUTOMATICA,RIDGELINE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.391932316588047,13207786.239853026
2013,BENCINA,26000,SUZUKI,4790000.0,5 o MAS,V REGION,,HATCHBACK,AUTOMATICA,CELERIO,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",15.382040969387099,5067110.534295802
2012,BENCINA,110000,HONDA,11990000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,PILOT,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.299583527003698,11230986.928328918
2012,BENCINA,67000,AUDI,10990000.0,4,IV REGION,PARTICULAR,SEDAN,AUTOMATICA,A6,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2012,DIESEL,155000,SSANGYONG,5500000.0,4,RM,PARTICULAR,PICK UP,MANUAL,ACTYON SPORTS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2014,BENCINA,90000,HYUNDAI,11290000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,SANTA FE,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.239427936125846,11147492.774276178
2016,BENCINA,57519,SUBARU,12990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,FORESTER,NO,NO,SI,NO,NO,SI,SI,SI,NO,NO,NO,NO,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.379690388646782,13207786.239853026
2010,BENCINA,110000,TOYOTA,5800000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.573368475516649,5793810.818171797
2010,BENCINA,39900,CHEVROLET,4180000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,SPARK,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,NO,"(15000, 40000]","(2500000, 5000000]",15.24582180450094,3738327.9627806228
2014,DIESEL,130000,CHEVROLET,9500000.0,5 o MAS,V REGION,PARTICULAR,CAMIONETA,AUTOMATICA,ORLANDO,NO,NO,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2012,BENCINA,77000,MAZDA,6800000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,CX 7,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.732433170146335,7519969.086539413
2017,BENCINA,21500,CHERY,3490000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,IQ,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",15.06541229417861,3738327.9627806228
2015,BENCINA,43000,MAZDA,11480000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,3,NO,NO,NO,NO,SI,NO,SI,SI,NO,NO,NO,NO,NO,NO,"(40000, 60000]","(10000000, 15000000]",16.256116948855695,11167215.088342968
2013,BENCINA,93500,HYUNDAI,8590000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,SANTA FE,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.966109293960438,9241640.001980443
2013,DIESEL,167000,VOLKSWAGEN,9700000.0,4,RM,PARTICULAR,PICK UP,MANUAL,AMAROK,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.08763644347361,9247418.303200193
2014,BENCINA,52000,CHEVROLET,13480000.0,5 o MAS,RM,,FAMILIAR,AUTOMATICA,TRAVERSE,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(10000000, 15000000]",16.416717663448434,13207786.239853026
2006,BENCINA,229000,TOYOTA,6950000.0,3,RM,PARTICULAR,COUPA,MANUAL,LANDCRUISER PRADO,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.754252217540975,7531415.236314787
2008,BENCINA,110000,CHEVROLET,3500000.0,4,RM,PARTICULAR,SEDAN,MANUAL,AVEO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.068273526459642,3738327.9627806228
2008,BENCINA,112000,HONDA,4980000.0,4,RM,,SEDAN,AUTOMATICA,CIVIC,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.420940449000836,5793810.818171797
2015,BENCINA,87000,HYUNDAI,10650000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,SANTA FE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.18107045011971,11147492.774276178
2016,BENCINA,16500,FORD,9900000.0,4,V REGION,PARTICULAR,SEDAN,AUTOMATICA,FUSION,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,"(15000, 40000]","(5000000, 10000000]",16.108045315104818,9309667.617617149
2012,DIESEL,150000,NISSAN,11990900.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,PATHFINDER,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.299658586738772,11230986.928328918
2011,BENCINA,100800,TOYOTA,6280000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,RAV-4,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.652880538444382,5793810.818171797
2018,BENCINA,5500,KIA,7900000.0,5 o MAS,V REGION,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.88237331743725,7536823.400307035
2017,BENCINA,32100,SUBARU,17970000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,OUTBACK,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,"(15000, 40000]","(15000000, 20000000]",16.70421425875974,18483932.345515523
2011,BENCINA,73000,RENAULT,5200000.0,5 o MAS,RM,,HATCHBACK,MANUAL,MEGANE,NO,NO,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.464169183551656,5793810.818171797
2011,BENCINA,65000,TOYOTA,5990000.0,4,V REGION,ASISTIDA,SEDAN,AUTOMATICA,AVENSIS,NO,NO,NO,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2015,DIESEL,136482,MITSUBISHI,9990000.0,4,RM,,CAMIONETA,MANUAL,L-200,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.117095150624735,9309667.617617149
2014,BENCINA,82000,TOYOTA,6500000.0,5 o MAS,V REGION,,HATCHBACK,MANUAL,URBAN CRUISER,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2012,BENCINA,95000,SUZUKI,4500000.0,5 o MAS,IX REGION,PARTICULAR,HATCHBACK,MANUAL,SWIFT,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.319587954740548,3738327.9627806228
2015,BENCINA,58000,CITROEN,5950000.0,4,RM,PARTICULAR,SEDAN,MANUAL,C-ELYSA�E,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.598901777521812,5793810.818171797
2016,BENCINA,31000,VOLVO,16490000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,XC 60,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(15000000, 20000000]",16.61826469453578,15784926.79506244
2008,BENCINA,124602,HUMMER,16300000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,H3 4X4 AUTOMATICO 3.,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,NO,"(100000, 250000]","(15000000, 20000000]",16.60667566577699,15736575.615823278
2017,BENCINA,11600,HYUNDAI,7300000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,ACCENT,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.80338490611862,7531415.236314787
2016,BENCINA,38800,KIA,16500000.0,5 o MAS,RM,PARTICULAR,UTILITARIO,AUTOMATICA,GRAND CARNIVAL,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.61887093887081,15784926.79506244
2017,BENCINA,50500,TOYOTA,12290000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,RAV-4,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.324296481542216,12964971.592633026
2012,BENCINA,110000,FORD,10480000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,EXPLORER,NO,NO,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,SI,NO,"(100000, 250000]","(10000000, 15000000]",16.16497923685717,11147492.774276178
2018,BENCINA,4400,AUDI,17990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,A3,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(1000, 15000]","(15000000, 20000000]",16.705326605926714,18483932.345515523
2017,BENCINA,21159,CHEVROLET,12490000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,MANUAL,CAPTIVA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.34043888210176,13207786.239853026
2017,BENCINA,19911,MAZDA,12700000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,MANUAL,CX-5,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.35711255142882,13207786.239853026
2009,BENCINA,155000,MAZDA,4450000.0,5 o MAS,V REGION,ASISTIDA,HATCHBACK,MANUAL,2,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.308414654142423,3738327.9627806228
2014,BENCINA,72481,JEEP,9680000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,COMPASS,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,NO,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.08557245925276,9247418.303200193
2018,DIESEL,22000,FIAT,9490000.0,5 o MAS,RM,ASISTIDA,UTILITARIO,MANUAL,DOBLO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.06574917058611,9241640.001980443
