ANIO;COLOR;COMBUSTIBLE;COMUNA;CONDICION;KILOMETROS;MARCA;PRECIO_NORMAL;PUERTAS;REGION;TIPO_AVISO;TIPO_CATEGORIA;TIPO_DIRECCION;TIPO_VEHICULO;TRANSMISION;VERSION;VISITAS;AIRBAG_ACOMP;AIRBAG_CONDUC;AIRBAG_CORTINA;AIRBAG_LAT;AIRBAG_TRAS;ALARMA;CIERRE_AUT_MOV;FRENOS_ABS;ISOFIX;AIRE_ACON;BLUETOOTH;CNTRL_VEL_CRUCERO;GPS;MANOS_LIBRES
2013;GRIS;BENCINA;SANTIAGO;USADO;59000;HONDA;7800000;2;RM;PARTICULAR;COUPA;ASISTIDA;;MANUAL;CIVIC;10;NO;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;NO;SI;NO
2016;OTRO;DIESEL;VITACURA;;54500;PEUGEOT;11900000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;3;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2014;BLANCO;BENCINA;LO BARNECHEA;;78000;KIA;11890000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;SORENTO;9;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2014;PLATEADO;BENCINA;LO BARNECHEA;;84000;KIA;8590000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;SPORTAGE;13;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;26000;PEUGEOT;11290000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;1;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2016;OTRO;BENCINA;VITACURA;;29055;HYUNDAI;11280000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;TUCSON;22;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;NO;NO
2010;AZUL;BENCINA;NUNOA;USADO;96000;CITROEN;3500000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;C4;21;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;SI
2017;NEGRO;DIESEL;LAS CONDES;;26000;MERCEDES BENZ;16680000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;A 200;13;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
2015;AZUL;BENCINA;MAIPU;USADO;42000;MINI;13000000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;PACEMAN;10;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;NEGRO;BENCINA;VITACURA;;84000;BMW;7980000;3;RM;;HATCHBACK;;;MANUAL;116;16;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2014;NEGRO;DIESEL;LAS CONDES;USADO;49000;JEEP;16000000;3;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;WRANGLER;58;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;GRIS;BENCINA;SANTIAGO;USADO;30000;FIAT;6700000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;500;22;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;NO;SI;SI
2018;OTRO;BENCINA;SANTIAGO;;14000;RAM;18990000;4;RM;;PICK UP;;;AUTOMATICA;RAM 1500;9;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;NO
2017;OTRO;BENCINA;VITACURA;;17000;TOYOTA;11390000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;RAV-4;2;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2018;GRIS;BENCINA;VITACURA;;17000;HYUNDAI;11690000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;CRETA;4;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO
2017;OTRO;DIESEL;VITACURA;;100000;KIA;11390000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;SPORTAGE;14;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2006;PLATEADO;BENCINA;VILLA ALEMANA;USADO;23;CHEVROLET;2000000;4;V REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;AVEO;19;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;40500;PEUGEOT;10990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;1;NO;NO;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI
2007;OTRO;BENCINA;NUNOA;;190000;PEUGEOT;1950000;5 o MAS;RM;;HATCHBACK;;;MANUAL;206;29;NO;NO;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;SI
2013;BLANCO;BENCINA;MACHALI;USADO;80000;MERCEDES BENZ;11000000;2;VI REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;C 180;11;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO
2012;NEGRO;BENCINA;LAS CONDES;PRIMER DUENO;58300;CHEVROLET;4180000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;AVEO III;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;SAN MIGUEL;;21780;NISSAN;12990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;X-TRAIL;13;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2016;GRIS;DIESEL;LAS CONDES;;109000;PEUGEOT;10480000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2008;PLATEADO;DIESEL;LAS CONDES;;182000;KIA;7480000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;GRAND CARNIVAL;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;VITACURA;;10000;NISSAN;13990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;QASHQAI;8;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;740000;NISSAN;12790000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;PATHFINDER;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
1999;PLATEADO;BENCINA;PADRE HURTADO;USADO;187600;VOLKSWAGEN;1600000;3;RM;PARTICULAR;COUPA;ASISTIDA;;MANUAL;BEETLE;90;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO
2016;OTRO;BENCINA;VITACURA;;38000;NISSAN;17890000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;PATHFINDER;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;LA FLORIDA;;93000;CHERY;3980000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;TIGGO;14;SI;SI;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;SANTIAGO;;42000;TOYOTA;11990000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;RAV-4;4;NO;NO;NO;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;VITACURA;;125000;FORD;12980000;4;RM;;PICK UP;;;MANUAL;RANGER;10;NO;NO;SI;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO
2015;OTRO;BENCINA;SANTIAGO;;74500;TOYOTA;8490000;4;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;14;SI;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;56000;NISSAN;14990000;4;RM;ASISTIDA;PICK UP;;;MANUAL;NP300;9;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;DIESEL;VITACURA;;61000;NISSAN;13690000;4;RM;ASISTIDA;PICK UP;;;MANUAL;NP300;16;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;SANTIAGO;;57000;NISSAN;11990000;4;RM;;MONOVOLUMEN;;;AUTOMATICA;QASHQAI;8;SI;NO;NO;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;24000;NISSAN;5790000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;MARCH;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;57000;MAZDA;5790000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;2;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;54000;HYUNDAI;5790000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;ACCENT;8;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;DIESEL;SANTIAGO;;67000;PEUGEOT;8490000;5 o MAS;RM;;HATCHBACK;;;MANUAL;208;5;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI
2011;OTRO;BENCINA;VITACURA;;114250;AUDI;9580000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;Q5;15;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2013;OTRO;BENCINA;SANTIAGO;;60000;BMW;15190000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;X5;21;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;DIESEL;SANTIAGO;;60000;MERCEDES BENZ;15490000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;A 200;17;NO;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2011;GRIS;BENCINA;TEMUCO;USADO;115000;PEUGEOT;4150000;4;IX REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;207;5;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2012;NEGRO;BENCINA;SANTIAGO;USADO;100700;VOLVO;7200000;3;RM;PARTICULAR;COUPA;ASISTIDA;;MANUAL;C30;9;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2016;NEGRO;BENCINA;MAIPU;USADO;42000;BMW;11700000;5 o MAS;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;118I;12;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2014;OTRO;BENCINA;VITACURA;;47601;CHEVROLET;5980000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;SONIC;5;SI;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;NUNOA;;85000;FORD;11590000;4;RM;;PICK UP;;;MANUAL;RANGER;11;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2016;ROJO;BENCINA;SANTO DOMINGO;USADO;13000;MINI;10000000;3;V REGION;PARTICULAR;COUPA;ASISTIDA;;MANUAL;F56;9;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO
2014;OTRO;BENCINA;VITACURA;;23900;MERCEDES BENZ;22970000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;A 45 AMG;14;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
1983;PLATEADO;BENCINA;LO BARNECHEA;USADO;200000;MERCEDES BENZ;5200000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;500;35;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2004;PLATEADO;BENCINA;LA GRANJA;USADO;240000;RENAULT;2150000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;MEGANE II;33;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;89400;AUDI;12480000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;Q3;5;NO;NO;SI;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;NO
2013;GRIS;BENCINA;SANTIAGO;USADO;91400;HONDA;8000000;2;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;CIVIC;10;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO
2009;OTRO;BENCINA;VITACURA;;154800;AUDI;9570000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;Q7;8;NO;NO;NO;SI;SI;NO;SI;SI;NO;NO;SI;NO;SI;SI
2008;GRIS;BENCINA;SANTIAGO;USADO;115000;CITROEN;2990000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;C3;29;NO;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;92120;PEUGEOT;5680000;2;RM;ASISTIDA;HATCHBACK;;;MANUAL;208;18;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;NO;SI;SI
2015;GRIS;DIESEL;VINA DEL MAR;USADO;52000;CITROEN;7600000;4;V REGION;PARTICULAR;COUPA;ASISTIDA;;MANUAL;C3;16;NO;NO;NO;SI;SI;NO;NO;NO;SI;NO;NO;NO;SI;NO
2012;BLANCO;BENCINA;SANTIAGO;USADO;77000;AUDI;9990000;2;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;A5;60;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2018;OTRO;BENCINA;VITACURA;;32475;MG;5890000;5 o MAS;RM;;HATCHBACK;;;MANUAL;3 CONFORT;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;OTRO;BENCINA;VITACURA;;100000;MAZDA;9690000;5 o MAS;RM;;FAMILIAR;;;AUTOMATICA;CX-5;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;BLANCO;BENCINA;SAN FERNANDO;USADO;63000;AUDI;14500000;3;VI REGION;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;TTS;10;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;DIESEL;SAN MIGUEL;;92000;PEUGEOT;6890000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;308;8;NO;NO;SI;SI;SI;SI;NO;NO;NO;NO;SI;SI;SI;NO
2017;NEGRO;BENCINA;SANTIAGO;;32158;VOLKSWAGEN;12190000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;GOLF;9;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;PLATEADO;BENCINA;SANTIAGO;;25000;VOLKSWAGEN;15990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;GOLF;20;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;GRIS;GAS;SANTIAGO;USADO;49000;FORD;12990000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;MUSTANG;98;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2015;BLANCO;BENCINA;SANTIAGO;;39000;VOLKSWAGEN;36990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;TOUAREG;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2018;OTRO;BENCINA;PUENTE ALTO;;13000;FORD;8490000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;ECOSPORT;11;NO;NO;SI;SI;SI;SI;NO;SI;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;PUENTE ALTO;;34500;HYUNDAI;11290000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;TUCSON;23;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI;NO
2018;OTRO;BENCINA;CERRILLOS;;28579;HYUNDAI;11980000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;CRETA;1;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;CERRILLOS;;29045;HYUNDAI;11980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;CRETA;6;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;PLATEADO;DIESEL;SANTIAGO;;53067;PEUGEOT;10490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;3008;12;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;ROJO;BENCINA;SANTIAGO;;10000;VOLKSWAGEN;6990000;2;RM;ASISTIDA;PICK UP;;;MANUAL;SAVEIRO;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;PLATEADO;BENCINA;LAS CONDES;USADO;21500;BMW;22000000;2;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;235;24;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2016;OTRO;BENCINA;LAS CONDES;;46000;SUBARU;15380000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;OUTBACK;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;GRIS;BENCINA;SANTIAGO;;32200;VOLKSWAGEN;6390000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;GOL;10;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;GRIS;BENCINA;SANTIAGO;USADO;69300;BMW;12650000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;325;16;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI
2016;NEGRO;BENCINA;SANTIAGO;;48000;VOLKSWAGEN;6490000;2;RM;ASISTIDA;PICK UP;;;MANUAL;SAVEIRO;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;BENCINA;LAS CONDES;;66000;MAZDA;13480000;4;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;CX-5;3;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2002;GRIS;BENCINA;MAIPU;USADO;183000;PEUGEOT;1550000;3;RM;PARTICULAR;COUPA;ASISTIDA;;MANUAL;206;62;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;73149;PEUGEOT;9380000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;9;NO;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO
2015;GRIS;BENCINA;MAIPU;USADO;45000;BMW;11400000;3;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;114I;21;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;SI;NO
2015;PLATEADO;BENCINA;SAN FERNANDO;USADO;85500;BMW;26500000;5 o MAS;VI REGION;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;X6;45;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2015;OTRO;BENCINA;LO BARNECHEA;;68000;TOYOTA;9690000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;RAV-4;18;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;OTRO;BENCINA;NUNOA;;78000;SUZUKI;6490000;3;RM;;MONOVOLUMEN;;;AUTOMATICA;GRAND VITARA;17;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;PUENTE ALTO;;40000;FORD;7690000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;FOCUS;10;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;SI;SI;SI;SI
2013;BLANCO;BENCINA;LO BARNECHEA;;71000;MERCEDES BENZ;21980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;ML 350;4;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;NO;NO;SI;NO
2011;OTRO;DIESEL;SANTIAGO;;145000;CITROEN;4990000;4;RM;ASISTIDA;HATCHBACK;;;MANUAL;C3;12;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;SI;NO;SI;SI
2011;OTRO;DIESEL;SANTIAGO;;145000;CITROEN;4990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;C3 PICASSO;15;SI;NO;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;SI;SI
2016;PLATEADO;BENCINA;LO BARNECHEA;;74000;NISSAN;13790000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;PATHFINDER;4;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;NO;NO;SI;NO
2010;GRIS;BENCINA;LO BARNECHEA;;89000;VOLKSWAGEN;9990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;TOUAREG;10;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;70087;CHEVROLET;8280000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;TRACKER;10;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;NO;NO;SI;SI
2019;PLATEADO;BENCINA;LA FLORIDA;USADO;5200;KIA;6700000;5 o MAS;RM;PARTICULAR;COUPA;ASISTIDA;;MANUAL;MORNING;14;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;NO;SI;NO;NO
2018;OTRO;BENCINA;VITACURA;;22418;PEUGEOT;19880000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;3008;7;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2014;OTRO;BENCINA;PUENTE ALTO;;98000;FORD;6390000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;FIESTA;16;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;PUENTE ALTO;;97000;FORD;5490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;FIESTA;2;NO;NO;SI;NO;NO;NO;NO;SI;SI;NO;SI;SI;SI;SI
2015;GRIS;BENCINA;LAS CONDES;;67000;HONDA;10950000;4;RM;;MONOVOLUMEN;;;AUTOMATICA;CR-V;8;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;NO
2009;PLATEADO;BENCINA;LO BARNECHEA;;146000;TOYOTA;6790000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;4 RUNNER;29;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2010;OTRO;DIESEL;LO BARNECHEA;;191600;LAND ROVER;11480000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;DISCOVERY;35;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;NO;SI;NO
2011;OTRO;DIESEL;LAS CONDES;;110000;SSANGYONG;7490000;4;RM;;MONOVOLUMEN;;;AUTOMATICA;REXTON;9;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;SI
2013;NEGRO;BENCINA;PUERTO MONTT;;88201;NISSAN;5590000;4;X REGION;;PICK UP;;;MANUAL;TERRANO;12;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2011;NEGRO;BENCINA;QUILLOTA;USADO;167250;CHEVROLET;3000000;5 o MAS;V REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;AVEO III;31;NO;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;PUENTE ALTO;;39800;FORD;14990000;2;RM;ASISTIDA;PICK UP;;;AUTOMATICA;F-150;19;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;PUENTE ALTO;;92000;FORD;16490000;4;RM;ASISTIDA;PICK UP;;;AUTOMATICA;F-150;18;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;SI;SI;SI
2013;OTRO;DIESEL;LO BARNECHEA;;90000;VOLKSWAGEN;10690000;4;RM;;CAMIONETA;;;MANUAL;AMAROK;43;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;PUENTE ALTO;;37780;FORD;11100000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;ESCAPE;8;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2014;OTRO;BENCINA;PUERTO MONTT;;51246;PEUGEOT;6490000;5 o MAS;X REGION;;HATCHBACK;;;MANUAL;208;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;OTRO;BENCINA;PUENTE ALTO;;73400;CHEVROLET;3990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SPARK;8;NO;SI;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;SI;SI
2011;NEGRO;BENCINA;QUILLOTA;USADO;167250;CHEVROLET;3000000;5 o MAS;V REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;AVEO III;31;NO;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;134500;TOYOTA;11480000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;4 RUNNER;10;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2018;OTRO;DIESEL;LO BARNECHEA;;27000;AUDI;45990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;Q7;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;OTRO;BENCINA;LA REINA;;137986;FORD;7990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;EDGE;6;NO;NO;SI;NO;SI;NO;NO;NO;SI;NO;SI;SI;NO;NO
2015;OTRO;DIESEL;CERRILLOS;;90000;CHEVROLET;8990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;ORLANDO;6;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;PUENTE ALTO;;37700;FORD;8190000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;ECOSPORT;4;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;SI;SI
