ANIO;COLOR;COMBUSTIBLE;COMUNA;CONDICION;KILOMETROS;MARCA;PRECIO_NORMAL;PUERTAS;REGION;TIPO_AVISO;TIPO_CATEGORIA;TIPO_DIRECCION;TIPO_VEHICULO;TRANSMISION;VERSION;VISITAS;AIRBAG_ACOMP;AIRBAG_CONDUC;AIRBAG_CORTINA;AIRBAG_LAT;AIRBAG_TRAS;ALARMA;CIERRE_AUT_MOV;FRENOS_ABS;ISOFIX;AIRE_ACON;BLUETOOTH;CNTRL_VEL_CRUCERO;GPS;MANOS_LIBRES
2015;OTRO;DIESEL;VITACURA;;54000;PEUGEOT;9990000;5 o MAS;RM;;HATCHBACK;;;MANUAL;308;57;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2012;NEGRO;BENCINA;VITACURA;;85672;VOLKSWAGEN;9500000;2;RM;ASISTIDA;CONVERTIBLE;;;MANUAL;EOS;146;NO;NO;SI;NO;SI;SI;SI;SI;NO;NO;NO;NO;SI;SI
2017;OTRO;BENCINA;LA REINA;;32000;SSANGYONG;10180000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;KORANDO;36;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;SI
2012;BEIGE;BENCINA;PROVIDENCIA;;111600;SUBARU;7980000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;OUTBACK;41;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2010;PLATEADO;BENCINA;SANTIAGO;PRIMER DUENO;114000;NISSAN;7520000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;TEANA;132;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;SI;SI
2015;OTRO;BENCINA;MACUL;;73800;HYUNDAI;8400000;5 o MAS;RM;;HATCHBACK;;;MANUAL;I30;28;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2008;OTRO;BENCINA;HUECHURABA;;151235;JEEP;6590000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;GRAND CHEROKEE;73;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2011;OTRO;BENCINA;HUECHURABA;;112362;SSANGYONG;5990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;KYRON;35;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;PROVIDENCIA;;59000;MINI;7980000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;COUNTRYMAN COOPER;33;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;SI
2010;OTRO;BENCINA;VINA DEL MAR;;138000;SUZUKI;4590000;5 o MAS;V REGION;;HATCHBACK;;;MANUAL;SX4;69;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;SI
2011;OTRO;BENCINA;VITACURA;;49872;PORSCHE;21900000;2;RM;ASISTIDA;CONVERTIBLE;;;AUTOMATICA;BOXSTER;89;NO;NO;SI;NO;SI;NO;NO;SI;SI;NO;NO;NO;SI;NO
2018;OTRO;BENCINA;RANCAGUA;;5000;HONDA;9990000;4;VI REGION;ASISTIDA;SEDAN;;;AUTOMATICA;CITY;8;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;PLATEADO;BENCINA;MACUL;;74500;CHEVROLET;4290000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;AVEO III;30;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2012;GRIS;BENCINA;SANTIAGO;;121000;TOYOTA;9900000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;4 RUNNER;66;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2013;OTRO;BENCINA;LAS CONDES;;57509;MERCEDES BENZ;10400000;4;RM;;SEDAN;;;AUTOMATICA;C 200;58;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;SI;SI
2015;BLANCO;BENCINA;MACUL;;67500;CITROEN;5990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;C3;57;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;LO BARNECHEA;;4000;LEXUS;23990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;GS;20;NO;NO;SI;SI;NO;NO;SI;SI;SI;NO;SI;SI;SI;SI
2018;BLANCO;BENCINA;MACUL;;38122;NISSAN;12990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;X-TRAIL;37;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2015;GRIS;BENCINA;SANTIAGO;;34404;SUZUKI;8990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;GRAND NOMADE;44;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;NO;SI;SI
2012;OTRO;BENCINA;VINA DEL MAR;;136000;CHEVROLET;3750000;5 o MAS;V REGION;;HATCHBACK;;;MANUAL;AVEO;79;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2018;ROJO;DIESEL;MACUL;;50;NISSAN;16990000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;NP300;24;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2012;NEGRO;BENCINA;SANTIAGO;PRIMER DUENO;66000;NISSAN;10900000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;MISTRAL;20;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2017;GRIS;BENCINA;SANTIAGO;PRIMER DUENO;28000;KIA;11790000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;SPORTAGE;77;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2018;ROJO;DIESEL;MACUL;;50;NISSAN;17990000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;NP300;40;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2010;OTRO;BENCINA;MACUL;;102000;NISSAN;4990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;X-TRAIL;60;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;CERRILLOS;;80000;TOYOTA;6390000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;RAV-4;42;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;89000;MAZDA;7800000;4;RM;;SEDAN;;;AUTOMATICA;3;39;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI
2013;PLATEADO;BENCINA;NUNOA;;64957;CHEVROLET;6090000;4;RM;ASISTIDA;SEDAN;;;MANUAL;SONIC;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;OTRO;DIESEL;VINA DEL MAR;;185000;NISSAN;7890000;4;V REGION;;PICK UP;;;AUTOMATICA;NAVARA;73;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2014;BLANCO;BENCINA;NUNOA;;43031;CHEVROLET;6190000;4;RM;ASISTIDA;SEDAN;;;MANUAL;SONIC;19;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2008;OTRO;BENCINA;LAS CONDES;;98000;DODGE;4990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;CALIBER;99;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;PLATEADO;BENCINA;LA CISTERNA;;15343;CHEVROLET;4590000;4;RM;;SEDAN;;;MANUAL;SAIL;70;NO;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI
2015;GRIS;BENCINA;NUNOA;;49000;MAZDA;9490000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;3;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;RECOLETA;;64500;SUZUKI;3190000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;ALTO;86;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;BLANCO;BENCINA;LAS CONDES;PRIMER DUENO;28000;FIAT;4870000;2;RM;;PICK UP;;;MANUAL;STRADA;167;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2013;BLANCO;DIESEL;CONCEPCION;;75000;CHEVROLET;9390000;5 o MAS;VIII REGION;;FAMILIAR;;;AUTOMATICA;ORLANDO;143;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;SI;SI
2016;NARANJA;BENCINA;NUNOA;;30000;CHEVROLET;6990000;4;RM;ASISTIDA;SEDAN;;;MANUAL;SAIL;10;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;BLANCO;BENCINA;CONCEPCION;;106198;CHEVROLET;3990000;4;VIII REGION;;FAMILIAR;;;MANUAL;OPTRA II;21;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2013;BLANCO;BENCINA;CONCEPCION;;75000;FIAT;3990000;4;VIII REGION;;UTILITARIO;;;MANUAL;FIORINO;188;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;GRIS;BENCINA;LAS CONDES;PRIMER DUENO;61000;FIAT;7480000;2;RM;;PICK UP;;;MANUAL;STRADA;96;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;BLANCO;DIESEL;LAS CONDES;PRIMER DUENO;104000;FIAT;4180000;4;RM;;CAMIONETA;;;MANUAL;FIORINO CITY;59;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2008;AZUL;BENCINA;LAS CONDES;;163500;DODGE;7380000;5 o MAS;RM;;FAMILIAR;;;AUTOMATICA;NEW RAM;21;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;NO;SI;SI
2018;PLATEADO;BENCINA;NUNOA;;18930;CHEVROLET;7490000;4;RM;ASISTIDA;SEDAN;;;MANUAL;COBALT;16;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;54158;KIA;7550000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;RIO 5;61;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;SI;NO
2013;OTRO;BENCINA;LAS CONDES;;132000;TOYOTA;13200000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;4 RUNNER;54;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;BLANCO;BENCINA;NUNOA;;70663;CHEVROLET;6950000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;CRUZE;31;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;DIESEL;QUILICURA;;138278;NISSAN;11650000;4;RM;;PICK UP;;;AUTOMATICA;NAVARA;32;NO;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2017;OTRO;BENCINA;VITACURA;;79882;SUZUKI;10850000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;VITARA;40;NO;NO;SI;NO;NO;NO;NO;SI;SI;NO;NO;NO;SI;NO
2014;PLATEADO;BENCINA;NUNOA;;42200;CHEVROLET;6990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;CRUZE;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;PLATEADO;BENCINA;SANTIAGO;;17000;SUZUKI;6490000;4;RM;;SEDAN;;;MANUAL;CIAZ;54;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;PLATEADO;BENCINA;LAS CONDES;;55500;TOYOTA;9680000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;RAV-4;66;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;BLANCO;BENCINA;VITACURA;;14200;CHEVROLET;8490000;5 o MAS;RM;ASISTIDA;CAMIONETA;;;MANUAL;SPIN;48;NO;NO;NO;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;SI
2011;OTRO;BENCINA;HUECHURABA;;62225;VOLKSWAGEN;6190000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;GOLF;100;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;LAS CONDES;;95000;CHERY;3490000;5 o MAS;RM;;HATCHBACK;;;MANUAL;FULWIN;53;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2012;PLATEADO;BENCINA;LAS CONDES;;78000;MAZDA;6850000;4;RM;;FAMILIAR;;;AUTOMATICA;CX 7;123;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2014;PLATEADO;BENCINA;SANTIAGO;;52000;HYUNDAI;7490000;4;RM;;SEDAN;;;MANUAL;ELANTRA;31;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;NEGRO;BENCINA;LAS CONDES;;60000;KIA;3590000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MORNING;279;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;PLATEADO;BENCINA;NUNOA;;20462;KIA;6790000;4;RM;ASISTIDA;SEDAN;;;MANUAL;RIO 4;54;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;GRIS;BENCINA;VITACURA;PRIMER DUENO;53000;VOLVO;12480000;5 o MAS;RM;;HATCHBACK;;;MANUAL;V40;24;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2017;ROJO;BENCINA;NUNOA;;35811;CHEVROLET;11350000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;CRUZE;25;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;OTRO;DIESEL;MACUL;;73898;MITSUBISHI;9680000;4;RM;ASISTIDA;PICK UP;;;MANUAL;L-200;30;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;QUILICURA;;76400;CHEVROLET;11290000;4;RM;;PICK UP;;;MANUAL;D-MAX;32;NO;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;ROJO;DIESEL;LAS CONDES;PRIMER DUENO;35800;MAHINDRA;8110000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SCORPIO;70;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;PLATEADO;BENCINA;NUNOA;;12295;CHEVROLET;7690000;4;RM;ASISTIDA;SEDAN;;;MANUAL;PRISMA;15;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2018;OTRO;BENCINA;SANTIAGO;;21800;MG;6590000;4;RM;ASISTIDA;SEDAN;;;MANUAL;MG GT;13;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2007;OTRO;BENCINA;LAS CONDES;;169000;MERCEDES BENZ;6480000;4;RM;;SEDAN;;;AUTOMATICA;C 200;8;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;SI;NO
2016;BLANCO;BENCINA;VITACURA;;29800;MERCEDES BENZ;16490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;A 200;33;NO;NO;SI;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO
2008;OTRO;BENCINA;VINA DEL MAR;;116000;HYUNDAI;2990000;4;V REGION;;SEDAN;;;MANUAL;ACCENT;73;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI
2013;BLANCO;BENCINA;NUNOA;;102012;CHEVROLET;5790000;4;RM;ASISTIDA;SEDAN;;;MANUAL;CRUZE;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;BLANCO;BENCINA;NUNOA;;50000;BMW;14390000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;330;12;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;OTRO;BENCINA;QUILICURA;;223200;CHEVROLET;8490000;2;RM;;PICK UP;;;AUTOMATICA;SILVERADO;53;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI
2010;OTRO;BENCINA;MACUL;;123000;HYUNDAI;7580000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;SANTA FE;20;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;NO;SI;SI
2012;OTRO;BENCINA;LA CISTERNA;;86050;NISSAN;7390000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;QASHQAI;30;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2014;GRIS;BENCINA;LA CISTERNA;;82500;CHEVROLET;7990000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;TRACKER;40;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;CERRILLOS;;95;HYUNDAI;15980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;TUCSON;33;NO;NO;NO;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2009;BLANCO;BENCINA;NUNOA;;66220;BMW;7290000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;318;33;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2013;OTRO;BENCINA;VINA DEL MAR;;98000;CITROEN;4990000;5 o MAS;V REGION;;HATCHBACK;;;MANUAL;C3;75;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2012;GRIS;BENCINA;NUNOA;;51000;OPEL;10490000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;INSIGNIA;16;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;NEGRO;BENCINA;SANTIAGO;;73500;DODGE;12490000;5 o MAS;RM;;FAMILIAR;;;MANUAL;DURANGO;372;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;GRIS;BENCINA;SANTIAGO;;54063;SUBARU;10590000;5 o MAS;RM;;FAMILIAR;;;AUTOMATICA;OUTBACK;332;NO;NO;SI;NO;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2016;GRIS;BENCINA;SANTIAGO;;43500;RENAULT;7890000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;MEGANE;62;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2018;GRIS;BENCINA;NUNOA;;7631;KIA;8590000;4;RM;ASISTIDA;SEDAN;;;MANUAL;RIO 4;40;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;SAN MIGUEL;;31900;NISSAN;5680000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MARCH;24;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;SAN MIGUEL;;11500;KIA;6580000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MORNING;16;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;LA CISTERNA;;43000;KIA;5180000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MORNING;50;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;LA REINA;;120000;CHEVROLET;3990000;5 o MAS;RM;;HATCHBACK;;;MANUAL;ASTRA;52;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;LO BARNECHEA;;5600;BMW;27590000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;X2;98;SI;NO;SI;SI;SI;NO;SI;SI;NO;NO;NO;SI;NO;NO
2014;OTRO;DIESEL;LO BARNECHEA;;68000;LAND ROVER;37990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;RANGE ROVER SPORT;36;NO;NO;SI;SI;NO;NO;SI;SI;SI;NO;SI;SI;SI;SI
2008;OTRO;BENCINA;VINA DEL MAR;;127500;KIA;3900000;5 o MAS;V REGION;;HATCHBACK;;;MANUAL;RIO JB;29;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;VINA DEL MAR;;114000;SSANGYONG;8590000;4;V REGION;;PICK UP;;;MANUAL;ACTYON SPORTS;21;SI;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;PUENTE ALTO;;41000;CHEVROLET;4990000;4;RM;;SEDAN;;;MANUAL;SAIL;19;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI
2017;PLATEADO;BENCINA;VITACURA;;32000;HYUNDAI;13480000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;TUCSON;33;NO;NO;SI;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO
2016;OTRO;BENCINA;PUENTE ALTO;;18400;CHEVROLET;6890000;4;RM;;SEDAN;;;MANUAL;SONIC;18;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2013;PLATEADO;DIESEL;LAS CONDES;;130000;MITSUBISHI;12750000;2;RM;;CAMIONETA;;;MANUAL;MONTERO;162;NO;NO;SI;SI;SI;SI;SI;SI;NO;NO;SI;NO;SI;SI
2016;PLATEADO;BENCINA;NUNOA;;51360;TOYOTA;8990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;COROLLA;19;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;HUECHURABA;;13287;BAIC;8480000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;X55;12;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;BLANCO;BENCINA;NUNOA;;34000;TOYOTA;5790000;4;RM;ASISTIDA;SEDAN;;;MANUAL;YARIS;108;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;GRIS;BENCINA;VITACURA;PRIMER DUENO;53000;HONDA;9680000;5 o MAS;RM;;FAMILIAR;;;AUTOMATICA;CR-V;56;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2011;OTRO;BENCINA;VINA DEL MAR;;59000;LIFAN;2390000;5 o MAS;V REGION;;HATCHBACK;;;MANUAL;LIFAN 320;67;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;24800;PEUGEOT;7900000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;208;17;NO;NO;SI;NO;SI;SI;SI;NO;SI;NO;SI;NO;NO;SI
2016;OTRO;BENCINA;HUECHURABA;;22000;MINI;17180000;5 o MAS;RM;;FAMILIAR;;;AUTOMATICA;CLUBMAN;18;NO;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;NEGRO;BENCINA;SANTIAGO;;11000;CHERY;6990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;TIGGO;73;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2017;PLATEADO;BENCINA;LAS CONDES;PRIMER DUENO;14000;HYUNDAI;8680000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;ACCENT;34;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;65000;NISSAN;12590000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;PATHFINDER;27;NO;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI
2015;OTRO;BENCINA;PUENTE ALTO;;49290;CHEVROLET;7490000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;CRUZE;42;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2016;AZUL;BENCINA;CERRILLOS;;65170;SSANGYONG;9290000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;ACTYON SPORTS;158;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2018;ROJO;DIESEL;CERRILLOS;;50;NISSAN;14990000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;NP300;59;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2015;GRIS;BENCINA;CERRILLOS;;105200;FORD;17290000;4;RM;ASISTIDA;CAMIONETA;;;AUTOMATICA;F-150;47;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2017;PLATEADO;BENCINA;CERRILLOS;;33740;MITSUBISHI;17790000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;MONTERO;234;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;VINA DEL MAR;;159000;GREAT WALL;5190000;4;V REGION;;PICK UP;;;MANUAL;WINGLE 5;45;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2012;BEIGE;BENCINA;NUNOA;;63000;RENAULT;6990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;LATITUDE;33;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;GRIS;BENCINA;NUNOA;;103800;NISSAN;5890000;4;RM;ASISTIDA;SEDAN;;;MANUAL;SENTRA;35;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;BLANCO;BENCINA;CERRILLOS;;97000;JEEP;8190000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;COMPASS;39;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2015;GRIS;BENCINA;VITACURA;PRIMER DUENO;44000;SUBARU;15480000;4;RM;;SEDAN;;;AUTOMATICA;WRX;30;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO
2017;NEGRO;BENCINA;CERRILLOS;;29000;FORD;14990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;EDGE;180;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2016;BLANCO;BENCINA;CERRILLOS;;62000;SSANGYONG;8490000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;KORANDO;59;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2012;OTRO;DIESEL;VINA DEL MAR;;137000;NISSAN;7990000;4;V REGION;;PICK UP;;;MANUAL;TERRANO;20;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
